tweet_text,labeled_brand_or_product,detected_emotion,sentiment,brand,tweet_char_count
"BTW, these live-tweets are coming from Marissa Mayer's presentation at #SXSW.  Mayer is the VP of Consumer Products at @mention ^JR",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,131
So far the longest line at #sxsw has been at the Apple store.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,61
The Google map app saves my life on a regular basis RT @mention maps has 150 million users. 40% of users are mobile #sxsw,Other Google product or service,Positive emotion,Positive,Google,121
"Think i've messed up my Mexican IPhone by trying to update software for #sxsw app. Fittingly, the screen is stuck in 911 mode.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,126
"one of the most in-your-face ex. of stealing the show in yrs RT @mention &quot;At #SXSW, Apple schools the mkt experts&quot;  {link}",Apple,Positive emotion,Positive,Apple,132
Get to the nav schemes I am done with the iPad shape lesson #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,65
loving the new iphone #app suggestions coming from @mention #SXSW,iPad or iPhone App,Positive emotion,Positive,Apple,65
OMG. Table next to us is passing around the iPad 2. #hipstermuch #SXSW,iPad,Positive emotion,Positive,Apple,70
The League of Extraordinary H4ckers presented by @mention Lightning talks on technology. #sxsw (@mention Speakeasy) {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,122
"The Future of Google mapped out at #SXSW, Kia recalls 70,000 #Optimas and more Top Advertising News {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,106
Z33: Ounce of Prevention {link} [codes valid: 12:00-3:59:59p 03/14/11] #infektd #sxsw #zlf,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,90
"The Future of Reading Online Is Customization &amp; Sharing, Not Tablets {link} #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,85
tim get me one!  RT @mention Apple employees just showed up in force to the #SXSW PopUp Apple Store. #iPad2,iPad,Positive emotion,Positive,Apple,107
"hehe apple opens a temporary apple retail store in austin, just for the ipad2 launch for all the #sxsw geeks {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,115
Every game or app ad in the #SXSW Interactive guide shows either an iPhone or iPad. AT&amp;T &amp; SXSW's two promos show WP7 &amp; Android.,UNKNOWN,No emotion toward brand or product,Neutral,BOTH,140
Buy online or wait in line? RT@mention Apple Sets Up Temporary Store for #SXSW {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,85
The Google party line starts behind me. Ha! The Germ has put her towel down early... #sxsw,Google,Positive emotion,Positive,Google,90
"1/4 of the people in line for the iP*d 2 #SXSW (@mention Apple Store, SXSW) {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,82
Looks like pop up Apple store is opening...apple store employees emerging into the queue #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,94
WOW! Apple pop up store downtown #Austin projecting 1/4 million+ profits this weekend alone! They may stay past this weekend #SXSW,Apple,Positive emotion,Positive,Apple,130
OMG. Apple pop-up retail at #sxsw? Please let them have a full palette of iPad2's and a truck parked out back,iPad,Positive emotion,Positive,Apple,109
Use Google profile or FB as  entry point? FB too personal? Try Digg or Google Reader to draw people in. #hireme #sxsw,Google,Positive emotion,Positive,Google,117
Has anyone read or heard anything about Google Circles? #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,61
if you are ready to take your tech geekdom to a whole new level at #sxsw you will need the Twitter or Google hi-tops {link},UNKNOWN,Positive emotion,Positive,Google,123
"wow, apple really thought about it and #SXSW - {link}",Apple,Positive emotion,Positive,Apple,53
LOL 2 true RT @mention It's official: people using the iPad 2 to take photos just look weird. #SXSW,iPad,Negative emotion,Negative,Apple,99
YES PLEASE RT@mention At #SXSW and want to win an iPad? Get on the case with @mention @mention and @mentionR,iPad,Positive emotion,Positive,Apple,108
"Get in the season with Clover Touch:
{link} #Games #STPATRICK",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,61
"#SXSW Come see Bitbop in Austin #gdgtaustin at the PureVolume House
504 Trinity on Monday, March 14th {link}",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,108
Did anyone see/visit  the temporary Apple Store at #SXSW ?,UNKNOWN,Positive emotion,Positive,Apple,58
Has anyone seen the pop up stores in Austin like CNN restaurant and Apple plus all the food trucks? #sxsw #apple,UNKNOWN,No emotion toward brand or product,Neutral,Apple,112
"Ah, a nice simple idea. RT @mention Hello, Holler Gram! Get to know @mention new iPad app {link} #hollergram #sxsw",iPad or iPhone App,Positive emotion,Positive,Apple,114
Does apple stay in downtown Austin? I think yes. @mention Apple's popup #SXSW store - Detail belies 2wk lifespan {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,119
Trying the Steve Wozniak drink free thanks to Google #H4ckers #SXSW   @mention Speakeasy {link},Google,Positive emotion,Positive,Google,95
Temp Apple Store 6th St  Austin #sxsw closed for night &quot;they're out of stuff' says Austin cops barring the door!,UNKNOWN,No emotion toward brand or product,Neutral,Apple,117
Temp Apple store in Austin has quite a few #iPAD2 left... #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,63
Temp Apple store is killing it in Austin. Selling out early EVERY day. #sxsw,Apple,Positive emotion,Positive,Apple,76
The #apple store popped up at #sxsw with a huge crowd waiting for the geek dreams to come true.  {link},Apple,Positive emotion,Positive,Apple,103
"Temp Apple store set up in downtown #Austin. via ���@mention Before It Even Begins, Apple Wins #SXSW {link} dtph.com�۝",UNKNOWN,No emotion toward brand or product,Neutral,Apple,118
SXSW Apple Survival Kit - I�۪m taking more apple stuff with me to #sxsw than I am clothes {link},Apple,Positive emotion,Positive,Apple,96
Hmm... the sxsw.com/interactive/live stream isn't ipad/mobile compatible. Maybe next year. #sxsw,iPad,Negative emotion,Negative,Apple,96
Let's make that a temp-to-hire position RT @mention Apple to open temporary store for #SXSW at 6th and Congress {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,118
"Used to be that only the small upstarts (Twitter) played at SXSW. Not the big guys making moves: Apple, Google. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,117
Third time the charm?&gt;&gt;&gt; #Google to launch new social network at #SXSW? - CNET News {link},Google,Positive emotion,Positive,Google,99
Yay!  Love the iPad 2!  Perfectly portable for all of the travel we've been doing!  Thanks #sxsw pop-up store!,iPad,Positive emotion,Positive,Apple,110
Looks like the line for the Apple pop-up store on Congress Ave is already down to the end of the block..  #SXSW #SteveJobsWins,UNKNOWN,I can't tell,Neutral,Apple,126
C43: Quite the Specimen {link} [codes valid: 8:00-11:59:59a 03/15/11] #infektd #sxsw #cvdc,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,90
Gotta love this #SXSW Google Calendar featuring top parties/ show cases to check out.  RT @mention via @mention =&gt;{link},Other Google product or service,Positive emotion,Positive,Google,123
Looks like this was a fun session at #SXSW: &quot;Mistakes Made Building Nextflix for iPhone&quot;: {link},iPad or iPhone App,Positive emotion,Positive,Apple,106
Front Gate Tickets Present The Morning After Party 3/18 https://sites.google.com/site/frontgatesxsw11/ #SXSW Music,UNKNOWN,No emotion toward brand or product,Neutral,Google,114
"I may have to hide all #SXSW tweets. I think the Apple pop-up store was the final straw. Yes, I'm jealous.",Apple,Positive emotion,Positive,Apple,106
Would like to know which LBS app I downloaded has commandeered my iPhone's geolocation setting &amp; won't relinquish. #batterykiller #SXSW,iPad or iPhone App,Negative emotion,Negative,Apple,139
Good place to test it. Will it be edgy enough? @mention Q2 - Google's check in offers? Testing at #sxsw {link} #smccolumbus,UNKNOWN,I can't tell,Neutral,Google,123
"#SXSW come to the #privacybootcamp for startups with @mention @mention Google, Facebook in ACC 9ABC. Starting now. #sxswi",UNKNOWN,No emotion toward brand or product,Neutral,Google,121
Brains are to zombies like content is to google - @mention quoted by @mention #contentrules #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,97
Brains are to zombies like content is to Google - &quot;Content Rules&quot; @mention #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,90
The Google Tv to IPad App: the connected tv experience talk was super rad! #sxsw #sxsw11,iPad or iPhone App,Positive emotion,Positive,Apple,88
every time u hold yur ipad 2 up in the air to snap a pic it reminds me of a priest holding up a bible. except designed in california. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,139
Great! See u there  RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,iPad or iPhone App,Positive emotion,Positive,Apple,133
"Foursquare ups the game, just in time for #SXSW {link} - Still prefer @mention by far, best looking Android app to date.",Android App,Positive emotion,Positive,Google,120
All iphone users kill yo self if u hated on ubertwitter New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW,iPad or iPhone App,Positive emotion,Positive,Apple,132
Are iPhone users really this clueless about the Android OS / UI? Or does this presentation seem basic for everyone else too? #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,BOTH,130
"Hey iPhone users: if you have both Instagram and Hipstamatic, which do you enjoy using more? #SXSW week is sure making things interesting.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,138
Attn: dude using new iPad as a camera in the middle of an overcrowded #sxsw presentation. You rock. #fail,iPad,No emotion toward brand or product,Neutral,Apple,105
"The iPhone version of Flipboard is being totally redesigned for that platform, @mention says #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,98
Loving the video of Google Geo geeks skiing at  Lake Tahoe.  #marissagoogle #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,81
I love the waves!!!!!! {link} iPad Webber #japan #sxsw,UNKNOWN,Positive emotion,Positive,Apple,54
N14: There will be Blood {link} [codes valid: 4:00-7:59:59p 03/12/11] #infektd #sxsw #necro,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,91
Just spoke with google about how they are using semantic tech to make searching user reviews better #sxsw #cmswire #web30,Google,Positive emotion,Positive,Google,121
traded the Xoom I won at the JS party for the iPad 2 @mention won #sxsw #winwin #winning #tigerblood,iPad,Positive emotion,Positive,Apple,100
Looks like you may be able to fork over the cash for a new #ipad2 at ##sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,82
Doing an e-mail interview with @mention who is in Japan with just an iPhone. This week has been nothing if not surprising. #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,128
"Mr. Google, @mention : Do you recommend submitting to article banks as an SEO strategy? {link} (I'm not a big fan.) #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,121
"Dear Apple, could you roll a hot dog cart full of iPad 2's down to the Austin Convention center. (And bring hot dogs?) #sxsw",iPad,Positive emotion,Positive,Apple,124
"So strange, mixed tweets of #ipad spammers, #sxsw, and regular life together w/Pacific Rim rocking near nuclear disaster. Does not compute",UNKNOWN,No emotion toward brand or product,Neutral,Apple,138
"[On iPhone, mute tags, people, conversations��_] &quot;so does @mention for those on mobile #SXSW #notatSXSW &quot; [RT @mention",UNKNOWN,No emotion toward brand or product,Neutral,Apple,128
"New iPhone, new iPad 2, and they come running as fast as they can, cuz every girl crazy about a sharp Mac man... *strums guitar*  #SXSW",iPhone,Positive emotion,Positive,Apple,135
pdparticle: @mention Who said you won't be able to get the iPad 2 at #SXSW? Apple is opening a pop-up store i... {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,119
Now online: First iPad 2 in the Wild at #SXSW {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,52
"Cover time! #sxsw (@mention Apple Store, SXSW w/ 9 others) {link}",UNKNOWN,Positive emotion,Positive,Apple,65
Hey People! Down here at #sxsw and we are about to launch @mention  Follow for all the details and a chance for a free iPad 2 !,iPad,Positive emotion,Positive,Apple,127
so awesome! RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,120
I want one!! It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},iPad,Positive emotion,Positive,Apple,126
"Oh, #Apple... you are ridiculous: Before It Even Begins, Apple Wins��#SXSW {link} via @mention",Apple,Positive emotion,Positive,Apple,94
"Yes, there's a line in front of the all-but-confirmed pop-up Apple Store at #SXSW. {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,89
"Yes, there's a line in front of the all-but-confirmed pop-up Apple Store at #SXSW. {link} /via @mention",UNKNOWN,No emotion toward brand or product,Neutral,Apple,103
it's apple's decision though to not partake in the discussion and be open / dev friendly #browserwars #sxsw /cc @mention,UNKNOWN,No emotion toward brand or product,Neutral,Apple,120
Hope there's time left for Poked Liked and retweeted and Google love story (social vs search). #sxsw,UNKNOWN,I can't tell,Neutral,Google,100
